Age,Income,EmploymentYears,HomeOwnership,CreditScore,DebtToIncomeRatio,PaymentHistory,LoanAmount,LoanPurpose,Default
65,33400.0,10.7,OWN,519,0.183,0,9400.0,EDUCATION,0
29,67400.0,0.9,MORTGAGE,640,0.272,0,10300.0,EDUCATION,0
22,42500.0,1.0,OWN,499,0.139,3,16400.0,PERSONAL,0
54,57200.0,5.2,RENT,674,0.299,0,19800.0,DEBT_CONSOLIDATION,0
49,16700.0,6.5,OWN,750,0.243,0,1700.0,EDUCATION,0
72,56500.0,8.2,MORTGAGE,625,0.366,3,10900.0,VENTURE,1
26,54700.0,1.2,MORTGAGE,672,0.435,1,10300.0,PERSONAL,1
58,38000.0,1.6,MORTGAGE,619,0.154,5,11100.0,EDUCATION,0
52,17400.0,13.5,OWN,688,0.36,0,2600.0,HOME_IMPROVEMENT,0
36,44100.0,8.7,RENT,724,0.492,0,14900.0,EDUCATION,1
65,48100.0,5.7,MORTGAGE,658,0.682,2,18200.0,MEDICAL,1
33,40800.0,1.9,MORTGAGE,617,0.141,3,9500.0,VENTURE,1
20,19600.0,0.3,OWN,682,0.263,1,7300.0,PERSONAL,1
37,108800.0,6.5,RENT,805,0.268,1,14800.0,PERSONAL,0
41,35600.0,3.3,MORTGAGE,685,0.389,1,5200.0,VENTURE,1
71,43900.0,9.3,OWN,558,0.157,3,13000.0,EDUCATION,1
73,15000.0,15.3,MORTGAGE,811,0.141,1,3200.0,HOME_IMPROVEMENT,0
50,108800.0,4.7,OTHER,594,0.422,3,12700.0,VENTURE,1
41,38800.0,6.8,OWN,597,0.182,0,5500.0,HOME_IMPROVEMENT,0
69,51500.0,11.5,OWN,740,0.666,0,17300.0,DEBT_CONSOLIDATION,0
28,85900.0,1.9,MORTGAGE,626,0.321,1,22600.0,VENTURE,1
66,35000.0,9.7,MORTGAGE,699,0.585,2,11300.0,VENTURE,0
25,79300.0,0.8,RENT,694,0.322,1,13700.0,EDUCATION,0
53,17500.0,10.6,RENT,695,0.266,0,6600.0,HOME_IMPROVEMENT,0
55,64600.0,5.5,OWN,775,0.176,0,23100.0,PERSONAL,0
57,107600.0,4.2,MORTGAGE,638,0.281,1,2500.0,DEBT_CONSOLIDATION,0
37,36700.0,0.6,OWN,662,0.491,0,6000.0,DEBT_CONSOLIDATION,0
52,85800.0,3.9,MORTGAGE,586,0.603,1,3500.0,MEDICAL,0
65,122600.0,1.5,RENT,719,0.206,0,12400.0,DEBT_CONSOLIDATION,0
42,43200.0,2.6,MORTGAGE,676,0.539,3,16100.0,HOME_IMPROVEMENT,0
52,41400.0,9.4,OWN,760,0.651,0,14900.0,HOME_IMPROVEMENT,0
42,31300.0,2.1,OWN,689,0.506,3,1600.0,EDUCATION,1
46,38000.0,6.6,RENT,798,0.263,1,1500.0,MEDICAL,0
35,32600.0,5.2,RENT,649,0.389,0,8800.0,DEBT_CONSOLIDATION,0
63,31300.0,6.9,MORTGAGE,678,0.569,1,3700.0,HOME_IMPROVEMENT,0
35,89300.0,4.9,OWN,665,0.426,3,1100.0,DEBT_CONSOLIDATION,1
19,33000.0,0.7,OTHER,604,0.384,0,11200.0,MEDICAL,1
71,55800.0,19.7,MORTGAGE,503,0.17,2,9200.0,PERSONAL,0
52,50000.0,14.2,MORTGAGE,677,0.444,0,8900.0,PERSONAL,1
33,103700.0,4.7,RENT,531,0.323,2,5400.0,MEDICAL,0
58,38100.0,13.1,OWN,697,0.554,1,7800.0,DEBT_CONSOLIDATION,0
53,59300.0,1.3,MORTGAGE,752,0.432,1,18600.0,HOME_IMPROVEMENT,0
50,72800.0,5.0,RENT,655,0.242,1,9400.0,EDUCATION,0
21,103200.0,1.1,OWN,690,0.689,3,34300.0,MEDICAL,1
50,37800.0,7.0,MORTGAGE,693,0.263,4,10200.0,EDUCATION,1
31,36000.0,3.2,MORTGAGE,736,0.33,1,6600.0,DEBT_CONSOLIDATION,0
38,28800.0,2.9,OTHER,652,0.412,0,6300.0,DEBT_CONSOLIDATION,0
65,150000.0,5.8,MORTGAGE,563,0.32,1,6500.0,MEDICAL,1
37,98000.0,7.3,RENT,519,0.367,1,35100.0,HOME_IMPROVEMENT,1
73,48000.0,5.4,MORTGAGE,632,0.469,2,17300.0,HOME_IMPROVEMENT,1
25,128800.0,5.0,MORTGAGE,529,0.372,3,19700.0,EDUCATION,1
24,46600.0,0.3,OWN,663,0.584,1,12600.0,EDUCATION,1
20,70400.0,0.5,RENT,680,0.316,2,21800.0,VENTURE,1
34,49300.0,2.1,OWN,617,0.502,0,16500.0,PERSONAL,0
50,59800.0,4.2,RENT,719,0.318,2,17600.0,VENTURE,0
65,56700.0,12.1,MORTGAGE,672,0.197,1,11900.0,VENTURE,0
29,39600.0,3.1,RENT,607,0.339,5,11400.0,MEDICAL,1
68,84600.0,0.3,MORTGAGE,623,0.08,0,32100.0,VENTURE,0
39,70100.0,4.4,OWN,767,0.418,0,13700.0,DEBT_CONSOLIDATION,0
72,81900.0,7.1,MORTGAGE,523,0.298,4,3600.0,PERSONAL,0
39,57500.0,16.7,MORTGAGE,640,0.405,3,18800.0,MEDICAL,0
63,31200.0,9.4,MORTGAGE,675,0.214,1,9300.0,PERSONAL,0
47,115200.0,0.5,MORTGAGE,611,0.266,2,14400.0,EDUCATION,0
55,43000.0,10.1,OWN,602,0.347,3,10500.0,MEDICAL,0
55,58800.0,17.7,MORTGAGE,748,0.223,1,2600.0,PERSONAL,0
62,67400.0,13.1,OWN,823,0.142,0,13400.0,PERSONAL,0
68,58600.0,0.1,OWN,633,0.473,1,10000.0,PERSONAL,0
71,77500.0,4.8,RENT,662,0.152,1,8500.0,DEBT_CONSOLIDATION,0
25,83800.0,3.7,MORTGAGE,706,0.284,1,6000.0,VENTURE,0
44,43800.0,7.1,RENT,578,0.523,2,6700.0,EDUCATION,0
44,110500.0,5.7,OWN,665,0.14,1,41400.0,PERSONAL,0
51,42900.0,3.0,OWN,782,0.084,2,9300.0,EDUCATION,0
38,58000.0,1.5,MORTGAGE,850,0.794,0,5500.0,DEBT_CONSOLIDATION,0
47,40400.0,12.4,MORTGAGE,560,0.341,2,13700.0,HOME_IMPROVEMENT,1
50,35000.0,7.9,OWN,588,0.232,1,4500.0,DEBT_CONSOLIDATION,1
45,82600.0,7.7,OWN,625,0.593,3,26700.0,HOME_IMPROVEMENT,0
64,233500.0,3.3,OWN,630,0.565,1,1800.0,VENTURE,0
50,40900.0,16.4,MORTGAGE,746,0.833,0,15200.0,EDUCATION,0
22,90000.0,0.1,RENT,662,0.436,0,19700.0,VENTURE,0
65,41600.0,1.3,MORTGAGE,740,0.3,2,12900.0,VENTURE,0
36,48800.0,1.2,MORTGAGE,679,0.35,0,6800.0,MEDICAL,1
21,118000.0,0.8,OWN,650,0.284,4,40100.0,EDUCATION,0
52,28700.0,10.4,RENT,695,0.124,0,8200.0,HOME_IMPROVEMENT,0
66,25100.0,19.5,OWN,477,0.469,4,1400.0,HOME_IMPROVEMENT,0
34,46900.0,3.1,MORTGAGE,633,0.52,0,1700.0,PERSONAL,1
61,68300.0,16.9,OWN,636,0.067,3,10500.0,HOME_IMPROVEMENT,0
45,61800.0,3.1,MORTGAGE,548,0.52,2,2200.0,VENTURE,1
47,58700.0,3.4,RENT,767,0.574,1,2000.0,VENTURE,0
46,49900.0,1.3,MORTGAGE,640,0.364,1,8200.0,DEBT_CONSOLIDATION,1
63,72600.0,22.2,RENT,689,0.57,1,7500.0,DEBT_CONSOLIDATION,0
70,15000.0,7.5,RENT,729,0.29,0,2800.0,DEBT_CONSOLIDATION,1
23,33700.0,2.0,OWN,593,0.344,2,6000.0,DEBT_CONSOLIDATION,0
52,46800.0,8.4,MORTGAGE,682,0.675,1,2500.0,DEBT_CONSOLIDATION,1
58,69700.0,13.8,RENT,529,0.323,1,17300.0,DEBT_CONSOLIDATION,1
54,103200.0,7.1,OWN,703,0.519,1,15000.0,DEBT_CONSOLIDATION,0
41,31500.0,10.7,RENT,615,0.349,3,9800.0,HOME_IMPROVEMENT,1
46,101600.0,2.9,RENT,637,0.073,3,40300.0,DEBT_CONSOLIDATION,0
66,39100.0,21.8,RENT,749,0.341,1,6600.0,MEDICAL,0
63,45900.0,3.2,RENT,805,0.339,1,13900.0,PERSONAL,0
70,65600.0,34.6,RENT,602,0.384,3,8500.0,HOME_IMPROVEMENT,0
48,44300.0,14.0,MORTGAGE,591,0.247,1,14600.0,EDUCATION,0
52,85400.0,10.0,MORTGAGE,715,0.768,1,23600.0,HOME_IMPROVEMENT,0
50,40000.0,12.4,OWN,711,0.394,1,4700.0,DEBT_CONSOLIDATION,1
69,40300.0,10.8,RENT,564,0.501,3,8000.0,HOME_IMPROVEMENT,1
38,82900.0,12.6,RENT,658,0.268,2,26900.0,VENTURE,1
49,33500.0,19.0,MORTGAGE,658,0.502,1,9800.0,DEBT_CONSOLIDATION,0
40,55500.0,2.1,MORTGAGE,656,0.294,1,1700.0,PERSONAL,1
50,21400.0,1.0,MORTGAGE,712,0.557,0,1000.0,DEBT_CONSOLIDATION,0
20,121800.0,0.6,RENT,781,0.756,0,37000.0,DEBT_CONSOLIDATION,0
35,89600.0,3.0,OWN,641,0.509,0,16800.0,DEBT_CONSOLIDATION,1
42,193900.0,10.4,MORTGAGE,803,0.376,0,26100.0,HOME_IMPROVEMENT,1
59,95700.0,18.5,RENT,650,0.464,1,37000.0,HOME_IMPROVEMENT,1
48,27900.0,5.2,OWN,790,0.108,0,2300.0,DEBT_CONSOLIDATION,0
71,68500.0,10.6,OTHER,693,0.176,3,1900.0,PERSONAL,0
75,31000.0,12.0,OTHER,746,0.374,0,3200.0,PERSONAL,0
20,107900.0,0.1,RENT,735,0.385,0,31000.0,PERSONAL,0
57,28300.0,11.2,MORTGAGE,595,0.135,1,2900.0,EDUCATION,0
63,27600.0,8.3,MORTGAGE,689,0.434,0,6300.0,HOME_IMPROVEMENT,0
41,21900.0,3.5,RENT,586,0.443,1,7600.0,MEDICAL,1
67,38400.0,6.3,MORTGAGE,651,0.232,3,13100.0,EDUCATION,0
49,34700.0,4.6,OWN,568,0.406,2,3700.0,PERSONAL,1
64,26100.0,10.7,RENT,643,0.455,2,9500.0,EDUCATION,0
39,132600.0,1.4,MORTGAGE,664,0.352,2,49700.0,EDUCATION,0
40,63900.0,7.5,OWN,591,0.069,1,24900.0,DEBT_CONSOLIDATION,0
19,60200.0,0.1,OWN,659,0.611,2,21600.0,DEBT_CONSOLIDATION,0
44,108500.0,3.3,RENT,724,0.481,1,3700.0,HOME_IMPROVEMENT,0
59,55700.0,17.3,RENT,581,0.487,2,14300.0,DEBT_CONSOLIDATION,0
19,33700.0,0.2,MORTGAGE,731,0.094,0,6500.0,EDUCATION,1
43,21000.0,6.7,OWN,733,0.408,0,3100.0,VENTURE,0
34,32800.0,2.9,MORTGAGE,583,0.388,2,4800.0,VENTURE,1
57,104100.0,2.3,MORTGAGE,450,0.294,3,39300.0,VENTURE,1
50,26200.0,8.3,OWN,747,0.166,1,10000.0,HOME_IMPROVEMENT,0
26,58500.0,0.9,MORTGAGE,640,0.712,0,3300.0,PERSONAL,1
60,82200.0,4.5,MORTGAGE,660,0.152,3,7500.0,MEDICAL,1
71,56500.0,26.5,MORTGAGE,821,0.588,1,20800.0,DEBT_CONSOLIDATION,0
65,59800.0,16.2,RENT,693,0.2,1,15100.0,EDUCATION,0
56,68000.0,6.3,MORTGAGE,697,0.487,0,19500.0,DEBT_CONSOLIDATION,0
46,59300.0,12.3,RENT,659,0.211,2,8900.0,DEBT_CONSOLIDATION,0
59,109600.0,25.9,RENT,644,0.486,2,11300.0,HOME_IMPROVEMENT,0
72,29100.0,19.3,MORTGAGE,654,0.385,5,5700.0,HOME_IMPROVEMENT,0
43,55300.0,0.9,OWN,648,0.341,2,8200.0,EDUCATION,1
52,19700.0,6.5,RENT,525,0.144,2,7500.0,VENTURE,1
67,17400.0,5.3,RENT,580,0.235,0,2000.0,PERSONAL,0
42,47100.0,1.8,MORTGAGE,655,0.185,3,18700.0,PERSONAL,1
41,64300.0,5.5,MORTGAGE,822,0.243,0,23400.0,VENTURE,0
30,110800.0,1.4,MORTGAGE,548,0.285,5,25700.0,MEDICAL,1
75,164400.0,11.9,OWN,618,0.479,2,17800.0,MEDICAL,0
24,94800.0,2.3,MORTGAGE,617,0.573,0,27700.0,PERSONAL,0
74,70500.0,3.0,OWN,715,0.204,1,14100.0,PERSONAL,0
53,53100.0,12.0,OWN,667,0.292,1,8600.0,HOME_IMPROVEMENT,0
62,22800.0,12.1,MORTGAGE,608,0.289,0,3700.0,PERSONAL,0
37,45600.0,2.5,RENT,752,0.116,3,2400.0,EDUCATION,1
18,93500.0,0.0,RENT,580,0.22,1,16800.0,PERSONAL,0
25,76800.0,2.6,OTHER,619,0.155,0,8400.0,PERSONAL,0
63,25800.0,14.1,MORTGAGE,571,0.268,2,1200.0,DEBT_CONSOLIDATION,1
33,66600.0,4.7,MORTGAGE,739,0.209,1,7000.0,VENTURE,1
31,63800.0,0.1,RENT,656,0.427,1,6800.0,VENTURE,0
29,58400.0,1.8,MORTGAGE,603,0.221,4,7800.0,VENTURE,1
68,48300.0,11.3,OWN,695,0.504,0,18300.0,HOME_IMPROVEMENT,0
40,68400.0,2.5,MORTGAGE,786,0.493,0,24700.0,EDUCATION,1
32,69500.0,3.7,RENT,479,0.158,2,1900.0,PERSONAL,1
45,35600.0,4.0,OWN,709,0.351,5,4200.0,EDUCATION,0
51,61500.0,4.7,OWN,798,0.502,1,11400.0,VENTURE,0
19,44600.0,0.1,MORTGAGE,784,0.509,0,5700.0,EDUCATION,0
49,23300.0,1.6,RENT,640,0.39,2,4300.0,DEBT_CONSOLIDATION,1
40,37000.0,1.9,OWN,667,0.466,0,12500.0,MEDICAL,0
39,22400.0,5.8,MORTGAGE,676,0.412,1,5500.0,HOME_IMPROVEMENT,0
68,80000.0,7.1,OWN,639,0.152,3,14000.0,HOME_IMPROVEMENT,0
42,58600.0,5.4,MORTGAGE,733,0.316,1,11900.0,HOME_IMPROVEMENT,0
75,41000.0,6.2,MORTGAGE,531,0.537,1,5200.0,PERSONAL,0
39,99700.0,8.9,OWN,706,0.42,2,9200.0,PERSONAL,0
75,50700.0,4.3,OTHER,653,0.679,2,5100.0,EDUCATION,0
75,24000.0,24.5,RENT,740,0.335,0,7900.0,MEDICAL,0
39,39400.0,2.2,MORTGAGE,748,0.542,0,3900.0,EDUCATION,0
66,110900.0,1.1,OWN,668,0.292,0,40500.0,DEBT_CONSOLIDATION,0
69,35100.0,15.1,MORTGAGE,610,0.36,1,6900.0,VENTURE,0
59,56300.0,12.0,RENT,743,0.262,0,12500.0,DEBT_CONSOLIDATION,0
23,71100.0,0.6,OWN,558,0.5,0,17800.0,PERSONAL,1
32,65800.0,2.8,MORTGAGE,575,0.394,4,8800.0,VENTURE,1
71,166800.0,6.1,MORTGAGE,653,0.46,3,44900.0,DEBT_CONSOLIDATION,0
60,27200.0,24.9,OWN,618,0.179,0,7000.0,EDUCATION,0
54,28600.0,14.6,MORTGAGE,642,0.498,1,10400.0,PERSONAL,0
50,27500.0,1.3,MORTGAGE,635,0.318,1,6100.0,HOME_IMPROVEMENT,1
25,42300.0,0.7,MORTGAGE,657,0.455,1,1600.0,DEBT_CONSOLIDATION,1
70,84900.0,3.0,RENT,778,0.285,1,2000.0,DEBT_CONSOLIDATION,0
61,29300.0,5.3,RENT,567,0.176,2,4300.0,PERSONAL,1
61,85500.0,10.1,MORTGAGE,622,0.254,2,29100.0,HOME_IMPROVEMENT,0
22,49900.0,0.6,MORTGAGE,725,0.141,0,6100.0,VENTURE,0
56,28200.0,8.0,MORTGAGE,662,0.221,2,6000.0,PERSONAL,1
21,20400.0,0.2,MORTGAGE,582,0.285,4,2400.0,VENTURE,1
23,22800.0,0.9,OWN,653,0.407,0,7100.0,DEBT_CONSOLIDATION,0
62,35100.0,10.9,OWN,539,0.096,1,9700.0,VENTURE,0
49,45000.0,2.8,RENT,742,0.304,1,16300.0,PERSONAL,0
69,96100.0,24.1,OWN,669,0.155,3,14300.0,HOME_IMPROVEMENT,0
47,73100.0,25.4,MORTGAGE,836,0.43,0,28800.0,MEDICAL,0
64,32200.0,6.3,MORTGAGE,570,0.523,3,11400.0,DEBT_CONSOLIDATION,1
52,60100.0,15.3,OWN,606,0.337,1,11300.0,VENTURE,0
72,111900.0,29.4,RENT,673,0.287,1,38600.0,DEBT_CONSOLIDATION,0
57,125100.0,2.0,RENT,765,0.318,0,21800.0,EDUCATION,0
69,41900.0,13.7,MORTGAGE,621,0.53,4,13400.0,HOME_IMPROVEMENT,1
33,79200.0,4.1,RENT,603,0.578,3,12000.0,VENTURE,0
30,98200.0,7.0,OWN,666,0.767,2,10800.0,VENTURE,0
67,23100.0,14.3,RENT,606,0.121,3,7100.0,DEBT_CONSOLIDATION,1
59,37900.0,0.9,MORTGAGE,698,0.488,0,14700.0,DEBT_CONSOLIDATION,0
47,148700.0,12.0,MORTGAGE,666,0.244,1,36600.0,HOME_IMPROVEMENT,0
36,42200.0,2.3,OWN,715,0.204,1,16500.0,PERSONAL,0
34,15000.0,0.2,MORTGAGE,731,0.295,2,5600.0,PERSONAL,0
73,46100.0,32.5,RENT,689,0.514,4,8400.0,HOME_IMPROVEMENT,0
36,86000.0,2.4,MORTGAGE,752,0.29,0,17900.0,HOME_IMPROVEMENT,0
45,49200.0,0.5,MORTGAGE,632,0.353,0,4600.0,EDUCATION,0
75,70100.0,11.6,RENT,544,0.322,1,12900.0,HOME_IMPROVEMENT,1
72,78400.0,9.2,MORTGAGE,573,0.136,1,24300.0,EDUCATION,1
43,41000.0,7.1,MORTGAGE,653,0.253,4,9000.0,DEBT_CONSOLIDATION,1
54,37800.0,8.3,RENT,693,0.258,0,14700.0,DEBT_CONSOLIDATION,0
43,52900.0,1.3,RENT,706,0.394,0,3300.0,MEDICAL,0
70,53600.0,8.2,MORTGAGE,608,0.403,2,11400.0,DEBT_CONSOLIDATION,0
40,50400.0,6.0,MORTGAGE,729,0.431,4,11200.0,PERSONAL,0
26,51400.0,1.7,OTHER,474,0.148,1,3900.0,HOME_IMPROVEMENT,1
29,33700.0,0.8,OWN,616,0.466,2,10900.0,DEBT_CONSOLIDATION,0
70,71300.0,28.8,OWN,699,0.281,1,23500.0,HOME_IMPROVEMENT,0
18,66100.0,0.0,MORTGAGE,733,0.152,0,23800.0,HOME_IMPROVEMENT,0
75,25100.0,1.3,MORTGAGE,720,0.522,2,9500.0,MEDICAL,1
75,40400.0,18.0,MORTGAGE,734,0.141,0,12300.0,EDUCATION,1
18,51400.0,0.0,RENT,673,0.188,1,17500.0,PERSONAL,0
64,37500.0,0.4,OWN,650,0.536,1,2000.0,HOME_IMPROVEMENT,1
51,67400.0,1.8,RENT,509,0.274,3,11000.0,PERSONAL,1
49,47400.0,9.6,MORTGAGE,640,0.278,0,6100.0,DEBT_CONSOLIDATION,0
71,53300.0,6.1,MORTGAGE,568,0.367,2,17100.0,VENTURE,1
65,40100.0,6.4,MORTGAGE,709,0.357,1,5600.0,HOME_IMPROVEMENT,0
42,18100.0,1.4,RENT,550,0.546,1,4100.0,HOME_IMPROVEMENT,1
57,17600.0,12.1,OWN,647,0.298,2,3600.0,VENTURE,1
62,65800.0,3.9,OWN,564,0.406,1,20200.0,DEBT_CONSOLIDATION,0
70,56000.0,9.5,OTHER,659,0.124,0,13300.0,VENTURE,0
18,61000.0,0.0,OTHER,649,0.282,2,10200.0,MEDICAL,1
33,52400.0,10.9,MORTGAGE,519,0.411,1,3600.0,MEDICAL,1
56,54600.0,15.4,OWN,687,0.16,2,4400.0,PERSONAL,0
22,79600.0,0.3,MORTGAGE,637,0.262,1,23300.0,VENTURE,0
39,61200.0,11.4,MORTGAGE,662,0.53,2,1800.0,VENTURE,1
46,82500.0,6.1,RENT,626,0.415,1,15000.0,MEDICAL,0
72,53400.0,4.9,MORTGAGE,602,0.583,3,15900.0,PERSONAL,1
20,42200.0,0.3,OWN,720,0.267,1,6800.0,HOME_IMPROVEMENT,0
29,54000.0,0.6,MORTGAGE,742,0.161,0,14400.0,PERSONAL,0
43,32300.0,2.1,MORTGAGE,737,0.329,1,10200.0,MEDICAL,0
33,40500.0,1.4,RENT,550,0.22,1,14400.0,PERSONAL,1
68,53600.0,8.2,RENT,771,0.391,0,5600.0,EDUCATION,0
54,53200.0,15.3,MORTGAGE,705,0.238,0,15300.0,DEBT_CONSOLIDATION,0
39,46500.0,5.8,OWN,759,0.5,0,10800.0,DEBT_CONSOLIDATION,0
74,24500.0,21.0,MORTGAGE,758,0.264,1,5000.0,HOME_IMPROVEMENT,0
46,67400.0,6.8,MORTGAGE,687,0.221,1,11900.0,DEBT_CONSOLIDATION,0
31,74400.0,1.1,MORTGAGE,596,0.179,1,26100.0,DEBT_CONSOLIDATION,0
45,111500.0,9.9,OTHER,599,0.242,1,8800.0,PERSONAL,0
22,61100.0,0.8,MORTGAGE,605,0.56,2,19200.0,PERSONAL,0
64,49100.0,19.4,OWN,645,0.603,1,2400.0,HOME_IMPROVEMENT,0
66,29500.0,16.0,MORTGAGE,580,0.221,0,6900.0,VENTURE,0
47,103400.0,7.4,OWN,522,0.301,0,7500.0,PERSONAL,0
63,55500.0,18.6,OWN,525,0.71,3,10700.0,EDUCATION,1
69,54000.0,26.8,RENT,657,0.261,3,10900.0,DEBT_CONSOLIDATION,0
22,43200.0,0.3,MORTGAGE,638,0.34,3,12900.0,EDUCATION,1
29,41800.0,0.8,MORTGAGE,700,0.33,0,4300.0,VENTURE,0
33,69200.0,1.6,MORTGAGE,645,0.36,2,8900.0,DEBT_CONSOLIDATION,1
43,29400.0,3.1,MORTGAGE,752,0.405,1,6400.0,EDUCATION,0
43,110500.0,9.1,OWN,612,0.389,1,33700.0,MEDICAL,1
65,99100.0,26.3,MORTGAGE,686,0.509,3,22000.0,VENTURE,0
38,41100.0,0.6,RENT,704,0.374,0,13300.0,MEDICAL,1
56,31800.0,8.6,RENT,664,0.51,0,8700.0,MEDICAL,1
53,17900.0,9.8,OTHER,741,0.218,1,6700.0,PERSONAL,0
50,26200.0,9.1,MORTGAGE,702,0.499,2,7300.0,DEBT_CONSOLIDATION,1
47,70600.0,10.3,MORTGAGE,724,0.279,1,10400.0,EDUCATION,1
54,57400.0,13.0,MORTGAGE,608,0.517,3,3200.0,EDUCATION,0
40,62700.0,1.7,OWN,642,0.356,4,18000.0,DEBT_CONSOLIDATION,1
75,19500.0,7.5,MORTGAGE,485,0.422,9,7700.0,PERSONAL,1
27,40200.0,1.9,MORTGAGE,654,0.137,0,8400.0,DEBT_CONSOLIDATION,0
71,97100.0,32.4,RENT,550,0.24,1,6100.0,VENTURE,1
22,46700.0,0.4,MORTGAGE,847,0.251,0,6700.0,PERSONAL,0
53,25900.0,7.2,OTHER,684,0.569,0,4800.0,PERSONAL,0
51,46400.0,8.5,MORTGAGE,628,0.21,1,3400.0,HOME_IMPROVEMENT,0
69,33300.0,14.7,MORTGAGE,720,0.342,0,5100.0,EDUCATION,0
48,57900.0,5.1,RENT,548,0.3,0,18700.0,HOME_IMPROVEMENT,0
27,49500.0,2.4,MORTGAGE,620,0.249,2,7000.0,VENTURE,1
75,64300.0,1.7,RENT,632,0.555,0,25700.0,VENTURE,1
36,26700.0,1.8,OWN,711,0.487,1,3800.0,VENTURE,0
75,39200.0,3.8,MORTGAGE,581,0.367,0,2500.0,DEBT_CONSOLIDATION,0
49,84600.0,14.5,OWN,604,0.212,0,26900.0,EDUCATION,0
18,24900.0,0.0,OWN,668,0.284,2,2100.0,VENTURE,1
73,29700.0,17.0,RENT,710,0.445,1,1500.0,DEBT_CONSOLIDATION,1
22,54200.0,0.6,MORTGAGE,676,0.281,1,9200.0,DEBT_CONSOLIDATION,0
62,56600.0,5.8,OWN,587,0.153,0,20500.0,VENTURE,0
21,38400.0,1.0,RENT,668,0.122,0,9200.0,PERSONAL,0
33,42700.0,5.9,RENT,605,0.325,2,15800.0,VENTURE,0
41,64000.0,5.0,OWN,584,0.101,1,22500.0,VENTURE,0
33,75000.0,5.0,MORTGAGE,692,0.713,0,3200.0,EDUCATION,0
72,28700.0,3.9,RENT,703,0.444,0,1600.0,HOME_IMPROVEMENT,0
19,58800.0,0.3,RENT,658,0.179,1,7700.0,HOME_IMPROVEMENT,0
66,104400.0,13.4,OTHER,700,0.511,2,37000.0,VENTURE,0
45,46300.0,2.6,MORTGAGE,721,0.191,0,9800.0,HOME_IMPROVEMENT,0
49,28600.0,4.9,MORTGAGE,464,0.217,5,11000.0,PERSONAL,1
44,27900.0,10.8,OWN,692,0.445,0,4000.0,PERSONAL,1
37,45200.0,2.7,MORTGAGE,783,0.197,1,8600.0,EDUCATION,0
41,82300.0,5.2,OWN,637,0.305,1,1800.0,PERSONAL,0
29,48000.0,2.9,OWN,782,0.105,1,16900.0,VENTURE,0
67,53900.0,18.1,MORTGAGE,685,0.407,1,4300.0,PERSONAL,0
52,29800.0,2.0,OWN,666,0.078,0,11800.0,DEBT_CONSOLIDATION,0
50,80100.0,2.3,RENT,681,0.551,1,10500.0,HOME_IMPROVEMENT,1
50,27600.0,0.3,RENT,538,0.236,2,10500.0,VENTURE,1
68,38100.0,2.8,OWN,793,0.288,0,10500.0,VENTURE,0
60,67200.0,3.7,RENT,620,0.586,2,15900.0,PERSONAL,1
54,17700.0,2.2,OTHER,564,0.414,1,1700.0,MEDICAL,0
29,53500.0,2.7,MORTGAGE,617,0.163,3,3100.0,EDUCATION,0
20,29200.0,0.5,MORTGAGE,661,0.705,0,3800.0,MEDICAL,1
18,49400.0,0.0,MORTGAGE,750,0.539,0,7700.0,HOME_IMPROVEMENT,0
50,41100.0,1.9,OWN,653,0.219,2,10500.0,DEBT_CONSOLIDATION,0
57,140500.0,13.9,MORTGAGE,634,0.192,4,9200.0,EDUCATION,0
27,40300.0,5.9,OWN,635,0.478,1,11500.0,DEBT_CONSOLIDATION,0
60,123200.0,3.9,MORTGAGE,551,0.734,6,3700.0,DEBT_CONSOLIDATION,1
61,65700.0,16.8,MORTGAGE,617,0.183,0,22900.0,DEBT_CONSOLIDATION,0
46,32800.0,3.1,MORTGAGE,612,0.211,2,11600.0,EDUCATION,0
30,57800.0,3.0,MORTGAGE,680,0.369,1,20800.0,HOME_IMPROVEMENT,0
29,42100.0,2.1,MORTGAGE,522,0.394,4,7700.0,PERSONAL,1
48,55300.0,16.2,MORTGAGE,624,0.685,0,3800.0,MEDICAL,0
63,34300.0,3.6,MORTGAGE,764,0.084,0,7500.0,MEDICAL,0
19,114100.0,0.1,RENT,693,0.313,2,34900.0,EDUCATION,0
68,77900.0,4.6,MORTGAGE,735,0.442,2,9100.0,MEDICAL,1
67,49800.0,8.8,MORTGAGE,628,0.197,0,13600.0,VENTURE,0
52,116400.0,5.8,RENT,793,0.446,1,1900.0,HOME_IMPROVEMENT,1
40,50900.0,2.6,RENT,723,0.819,0,16700.0,MEDICAL,1
34,84900.0,4.6,OWN,665,0.269,1,8200.0,HOME_IMPROVEMENT,0
43,50000.0,0.6,OWN,711,0.166,2,18300.0,PERSONAL,1
25,59700.0,2.6,OWN,561,0.178,2,13400.0,PERSONAL,0
46,47100.0,2.4,MORTGAGE,559,0.356,1,7700.0,PERSONAL,0
43,51400.0,6.5,MORTGAGE,724,0.377,2,15400.0,PERSONAL,0
27,53400.0,1.1,MORTGAGE,750,0.454,0,7400.0,HOME_IMPROVEMENT,0
43,35100.0,10.0,RENT,586,0.205,2,10300.0,HOME_IMPROVEMENT,0
51,40100.0,8.2,OWN,728,0.356,1,5700.0,VENTURE,0
68,44000.0,11.6,MORTGAGE,702,0.76,0,15100.0,DEBT_CONSOLIDATION,0
